Step: 0 | loss: 0.80678 | acc: 0.10281 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 50 | loss: -14.12675 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 52 | loss: -14.27174 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 54 | loss: -14.40627 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 56 | loss: -14.53172 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 58 | loss: -14.64925 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 60 | loss: -14.75986 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 62 | loss: -14.86439 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 64 | loss: -14.96359 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 66 | loss: -15.05807 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 68 | loss: -15.14836 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 70 | loss: -15.23493 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 72 | loss: -15.31817 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 74 | loss: -15.39841 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 76 | loss: -15.47596 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 78 | loss: -15.55106 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 80 | loss: -15.62391 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 82 | loss: -15.69472 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 84 | loss: -15.76365 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 86 | loss: -15.83084 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 88 | loss: -15.89640 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 90 | loss: -15.96047 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 92 | loss: -16.02313 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 94 | loss: -16.08448 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 96 | loss: -16.14457 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 98 | loss: -16.20350 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 100 | loss: -16.26130 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 102 | loss: -16.31805 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 104 | loss: -16.37380 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 106 | loss: -16.42858 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 108 | loss: -16.48245 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 110 | loss: -16.53544 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 112 | loss: -16.58757 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 114 | loss: -16.63889 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 116 | loss: -16.68945 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 118 | loss: -16.73923 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 120 | loss: -16.78829 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 122 | loss: -16.83665 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 124 | loss: -16.88433 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 126 | loss: -16.93136 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 128 | loss: -16.97774 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 130 | loss: -17.02353 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 132 | loss: -17.06869 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 134 | loss: -17.11328 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 136 | loss: -17.15729 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 138 | loss: -17.20075 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 140 | loss: -17.24369 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 142 | loss: -17.28612 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 144 | loss: -17.32802 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 146 | loss: -17.36944 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 148 | loss: -17.41038 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 150 | loss: -17.45085 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 152 | loss: -17.49086 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 154 | loss: -17.53042 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 156 | loss: -17.56955 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 158 | loss: -17.60826 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 160 | loss: -17.64655 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 162 | loss: -17.68444 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 164 | loss: -17.72193 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 166 | loss: -17.75905 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 168 | loss: -17.79578 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 170 | loss: -17.83214 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 172 | loss: -17.86813 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 174 | loss: -17.90377 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 176 | loss: -17.93907 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 178 | loss: -17.97401 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 180 | loss: -18.00864 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 182 | loss: -18.04293 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 184 | loss: -18.07691 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 186 | loss: -18.11058 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 188 | loss: -18.14393 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 190 | loss: -18.17700 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 192 | loss: -18.20976 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 194 | loss: -18.24223 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 196 | loss: -18.27442 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 198 | loss: -18.30633 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
