Step: 0 | loss: 0.13450 | acc: 0.33949 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 144 | loss: 0.04553 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 146 | loss: 0.04542 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 148 | loss: 0.04533 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 150 | loss: 0.04525 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 152 | loss: 0.04517 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 154 | loss: 0.04511 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 156 | loss: 0.04505 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 158 | loss: 0.04499 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 160 | loss: 0.04494 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 162 | loss: 0.04489 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 164 | loss: 0.04484 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 166 | loss: 0.04479 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 168 | loss: 0.04475 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 170 | loss: 0.04471 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 172 | loss: 0.04467 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 174 | loss: 0.04464 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 176 | loss: 0.04461 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 178 | loss: 0.04458 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 180 | loss: 0.04456 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 182 | loss: 0.04454 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 184 | loss: 0.04452 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 186 | loss: 0.04451 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 188 | loss: 0.04450 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 190 | loss: 0.04449 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 192 | loss: 0.04449 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 194 | loss: 0.04449 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 196 | loss: 0.04449 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
Step: 198 | loss: 0.04449 | acc: 0.90128 | precision: 0.00000 | recall: 91.30002 | specificity: 91.30002 | f1_score: 91.30002
