Step: 0 | loss: 11.95102 | acc: 0.10691 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 164 | loss: 10.13978 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 166 | loss: 10.13978 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 168 | loss: 10.13977 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 170 | loss: 10.13977 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 172 | loss: 10.13976 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 174 | loss: 10.13976 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 176 | loss: 10.13976 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 178 | loss: 10.13975 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 180 | loss: 10.13975 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 182 | loss: 10.13975 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 184 | loss: 10.13974 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 186 | loss: 10.13974 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 188 | loss: 10.13974 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 190 | loss: 10.13973 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 192 | loss: 10.13973 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 194 | loss: 10.13973 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 196 | loss: 10.13972 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
Step: 198 | loss: 10.13972 | acc: 0.11237 | precision: 0.00000 | recall: 11.38274 | specificity: 11.38274 | f1_score: 11.38274
